Compound,refractivity,maximalprojectionarea,maximalprojectionradius,maximalprojectionsize,minimalprojectionarea,minimalprojectionradius,minimalprojectionsize,avgpol_nominal,avgpol_ph7_0,avgpol_ph7_1,molpol_nominal,molpol_ph7_0,molpol_ph7_1,vanderwaals_nominal,vanderwaals_ph7_0,vanderwaals_ph7_1,asa_nominal,asa_ph7_0,asa_ph7_1,asa+_nominal,asa+_ph7_0,asa+_ph7_1,asa-_nominal,asa-_ph7_0,asa-_ph7_1,asa_hydrophobic_nominal,asa_hydrophobic_ph7_0,asa_hydrophobic_ph7_1,asa_polar_nominal,asa_polar_ph7_0,asa_polar_ph7_1,hbda_acc_nominal,hbda_acc_ph7_0,hbda_acc_ph7_1,hbda_don_nominal,hbda_don_ph7_0,hbda_don_ph7_1,polar_surface_area_nominal,polar_surface_area_ph7_0,polar_surface_area_ph7_1
NCCCN,22.73,33.25,4.47,5.18,19.49,2.74,8.71,9.06,9.74,9.74,9.32,9.18,9.18,152.32,162.05,162.05,245.19,240.84,240.84,175.86,197.61,197.61,69.33,43.22,43.22,220.15,142.53,142.53,25.04,98.31,98.31,2,0,0,2,2,2,52.04,55.28,55.28
